target_id	length	eff_length	est_counts	tpm
eIF2Bdelta-PD	1731	1598.59	0	0
CG30411-PA	426	293.595	23	0.530031
CG13557-PA	312	180.429	2647	99.2589
Or59c-PA	1236	1103.59	2317	14.2049
Or59b-PA	1197	1064.59	2066	13.1301
SkpF-PA	516	383.595	48	0.846624
Or59a-PA	1140	1007.59	303	2.0346
CG9815-PA	660	527.595	0	0
CG9815-PB	699	566.595	41.97	0.501173
CG9815-PC	672	539.595	47.03	0.589698
CG9815-PD	627	494.595	0	0
CG9812-PB	738	605.595	1.17971	0.01318
CG9812-PE	738	605.595	1.17971	0.01318
CG9812-PD	999	866.595	6.64057	0.0518455
CG3520-PA	3615	3482.59	149	0.289471
Mtmr6-PB	2070	1937.59	340	1.18724
Mtmr6-PA	2286	2153.59	0	0
Mtmr6-PC	1920	1787.59	0	0
CG30414-PB	918	785.595	2.5	0.021531
CG30414-PC	918	785.595	2.5	0.021531
CG13551-PA	324	192.206	702.5	24.7286
CG13551-PB	324	192.206	702.5	24.7286
Golgin245-PA	4470	4337.59	1639	2.55653
vir-PA	5565	5432.59	385	0.479485
CG3500-PA	597	464.595	1062.5	15.4731
CG3500-PB	597	464.595	1062.5	15.4731
CG3502-PB	2739	2606.59	1	0.00259566
CG30413-PA	369	236.675	1	0.0285871
tbrd-3-PA	807	674.595	0	0
CG30416-PC	1620	1487.59	0	0
CG30416-PB	1611	1478.59	0	0
CG30412-PB	906	773.595	0	0
CG30412-PA	879	746.595	0.999999	0.00906226
CG30412-PC	888	755.595	7.23233e-07	6.47607e-09
Prosbeta5R1-PA	948	815.595	0	0
CG3124-PA	852	719.595	0	0
CG3124-PB	771	638.595	1	0.0105949
ord-PA	1440	1307.59	0.5	0.00258713
ord-PB	1440	1307.59	0.5	0.00258713
CG12782-PA	1011	878.595	0	0
RpL22-like-PA	939	806.595	0	0
yip3-PA	582	449.595	0	0
yip3-PB	582	449.595	0	0
LS2-PA	1350	1217.59	35	0.194485
CG13558-PA	588	455.595	0	0
CG13559-PA	345	212.983	1017	32.3071
Gr59f-PA	1221	1088.59	0	0
AIMP3-PA	540	407.595	1975	32.7839
levy-PA	330	198.148	613	20.9311
levy-PB	330	198.148	613	20.9311
Dcp-1-PA	972	839.595	7	0.0564092
ItgaPS5-PB	3057	2924.59	7	0.016194
Pi3K59F-PA	2850	2717.59	346	0.861416
CG30184-PA	672	539.595	0	0
apt-PB	1470	1337.59	7.67362	0.0388148
apt-PD	1452	1319.59	8.44213	0.0432846
apt-PE	1410	1277.59	0	0
apt-PC	1452	1319.59	8.44213	0.0432846
apt-PA	1452	1319.59	8.44213	0.0432846
apt-PF	1500	1367.59	0	0
Eglp1-PA	717	584.595	0	0
retn-PA	2721	2588.59	959.137	2.50691
retn-PB	2736	2603.59	169.815	0.44129
retn-PC	2715	2582.59	46.5164	0.121863
retn-PD	1908	1775.59	68.1627	0.259732
retn-PE	1965	1832.59	69.369	0.256107
St1-PB	1017	884.595	121	0.925471
angel-PA	1065	932.595	94	0.681957
mRpL43-PA	579	446.595	153	2.31793
l(2)dtl-PA	2310	2177.59	75	0.233027
Sesn-PA	1494	1361.59	16.3333	0.0811612
Sesn-PB	1494	1361.59	16.3333	0.0811612
Sesn-PC	1494	1361.59	16.3333	0.0811612
Sesn-PD	1404	1271.59	0	0
CG13560-PA	546	413.595	0	0
CG13560-PB	546	413.595	0	0
CG12491-PA	474	341.595	0	0
CG11300-PA	474	341.595	0	0
CG5532-PA	339	207.067	188.5	6.15917
CG5532-PB	339	207.067	188.5	6.15917
egl-PB	3015	2882.59	254.5	0.597346
egl-PC	3015	2882.59	254.5	0.597346
CG18128-PA	1020	887.595	0	0
Alg3-PA	1533	1400.59	429.475	2.07466
sigmar-PA	567	434.595	0	0
sigmar-PC	633	500.595	45	0.608202
sigmar-PB	567	434.595	0	0
CG30183-PA	4668	4535.59	135.5	0.202128
CG30183-PC	4668	4535.59	135.5	0.202128
l(2)efl-PA	564	431.595	458.5	7.18762
l(2)efl-PC	564	431.595	458.5	7.18762
Eglp4-PA	750	617.595	0	0
Eglp4-PD	750	617.595	0	0
Eglp4-PB	750	617.595	0	0
Eglp4-PC	786	653.595	0	0
Eglp4-PE	861	728.595	3.13248	0.0290887
Eglp4-PF	894	761.595	2.86752	0.0254744
Eglp3-PB	813	680.595	0	0
Eglp2-PA	798	665.595	0	0
Eglp2-PC	873	740.595	780	7.12584
Rrp4-PA	897	764.595	97.5	0.86277
Rrp4-PB	897	764.595	97.5	0.86277
pita-PA	2052	1919.59	398	1.4028
pita-PB	1872	1739.59	0	0
wmd-PA	987	854.595	404	3.19847
wmd-PB	987	854.595	404	3.19847
Gr59e-PA	1200	1067.59	3	0.0190124
ppk3-PA	1608	1475.59	0	0
RabX1-PA	786	653.595	295	3.05376
CG3906-PA	723	590.595	21	0.240576
CG30177-PA	621	488.595	0	0
CG5539-PA	891	758.595	0	0
CG5539-PB	891	758.595	0	0
CG5543-PA	1968	1835.59	145	0.534457
GlyT-PB	3567	3434.59	0	0
CG5554-PA	972	839.595	1860.69	14.9943
CG5554-PB	993	860.595	13.3121	0.104658
gbb-PA	1368	1235.59	1063	5.82075
gbb-PB	1368	1235.59	1063	5.82075
CG5569-PA	591	458.595	73	1.077
ken-PA	1806	1673.59	361	1.45941
CG5597-PA	783	650.595	149	1.54952
CG17658-PA	1437	1304.59	1	0.00518616
CG13562-PA	945	812.595	0	0
CG13562-PC	1029	896.595	4	0.0301846
CG2812-PA	1047	914.595	1380	10.2087
Taldo-PA	996	863.595	1686	13.209
Galphas-PC	1149	1016.59	374.63	2.49331
Galphas-PB	1158	1025.59	163.055	1.07567
Galphas-PA	1149	1016.59	374.63	2.49331
Galphas-PD	1158	1025.59	163.055	1.07567
Galphas-PE	1149	1016.59	374.63	2.49331
Stoml2-PA	1101	968.595	336	2.34703
Stoml2-PB	1101	968.595	336	2.34703
fzr2-PA	1356	1223.59	13	0.0718832
thoc5-PA	1851	1718.59	185	0.728316
Fmo-1-PA	1251	1118.59	2	0.012097
Alas-PA	1620	1487.59	493	2.24225
or-PA	576	443.595	247	3.76732
CG3065-PC	1137	1004.59	0	0
CG3065-PB	1203	1070.59	339.5	2.14554
CG3065-PA	1203	1070.59	339.5	2.14554
mr-PA	2409	2276.59	203	0.603298
Sox14-PA	2010	1877.59	155.333	0.559738
Sox14-PB	2010	1877.59	155.333	0.559738
Sox14-PC	2010	1877.59	155.333	0.559738
CG30178-PA	564	431.595	11	0.17244
Pask-PA	2958	2825.59	17	0.0407062
Rsph4a-PA	2127	1994.59	1	0.00339209
Xxylt-PA	1377	1244.59	162	0.880661
EbpIII-PA	381	248.65	505	13.7412
EbpIII-PB	381	248.65	505	13.7412
EbpIII-PC	381	248.65	505	13.7412
CG3163-PA	1107	974.595	157	1.08993
MAN1-PA	1953	1820.59	79.6667	0.296064
MAN1-PB	1953	1820.59	79.6667	0.296064
MAN1-PC	1953	1820.59	79.6667	0.296064
IntS1-PA	6162	6029.59	552	0.619402
sei-PA	2568	2435.59	7.33333	0.0203713
sei-PB	2568	2435.59	7.33333	0.0203713
sei-PC	2568	2435.59	7.33333	0.0203713
CG13563-PB	1842	1709.59	0	0
RpL12-PA	498	365.595	5777.33	106.918
RpL12-PB	498	365.595	5777.33	106.918
RpL12-PC	498	365.595	5777.33	106.918
Gpat4-PB	1377	1244.59	1667.28	9.06364
Gpat4-PD	1614	1481.59	183.296	0.837037
Gpat4-PE	1143	1010.59	6.77447	0.0453545
Gpat4-PC	1380	1247.59	104.649	0.567524
yki-PG	1188	1055.59	0	0
yki-PD	1032	899.595	18.9196	0.142294
yki-PF	1188	1055.59	0	0
yki-PH	1257	1124.59	731.08	4.39836
RpL39-PA	156	41.2499	7014	1150.44
ppk29-PD	1278	1145.59	0	0
ppk29-PE	921	788.595	0	0
ppk29-PF	921	788.595	0	0
ppk29-PG	1278	1145.59	0	0
ppk29-PH	1056	923.595	0	0
gammaSnap1-PA	909	776.595	310	2.70078
tsr-PA	447	314.595	2816	60.5624
Not11-PB	684	551.595	94	1.153
Not11-PA	744	611.595	0	0
Not11-PC	684	551.595	94	1.153
Chi-PA	1734	1601.59	0	0
Chi-PB	1791	1658.59	653	2.66376
CG30172-PA	339	207.067	0.5	0.0163373
CG30172-PB	339	207.067	0.5	0.0163373
HSPC300-PA	231	102.458	188.5	12.4476
HSPC300-PB	231	102.458	188.5	12.4476
CG3907-PB	1203	1070.59	451.5	2.85335
CG3907-PA	1203	1070.59	451.5	2.85335
CG4324-PA	1437	1304.59	0	0
CG4324-PC	1437	1304.59	0	0
CG3860-PA	1368	1235.59	159	0.870648
CG3860-PB	1374	1241.59	0	0
PPP1R15-PA	954	821.595	311	2.56109
CG10904-PA	801	668.595	61	0.617289
CG10904-PB	801	668.595	61	0.617289
CG13566-PB	609	476.595	0	0
CG16787-PA	762	629.595	48	0.515824
CG3803-PA	1182	1049.59	183	1.17964
Orcokinin-PA	402	269.65	0	0
Orcokinin-PB	384	251.65	0	0
Orcokinin-PC	384	251.65	0	0
CG3735-PA	2103	1970.59	98	0.336473
CG3735-PB	2103	1970.59	98	0.336473
Nap1-PA	1113	980.595	915.42	6.31615
Nap1-PB	1113	980.595	915.42	6.31615
Nap1-PC	1113	980.595	915.42	6.31615
CG5339-PA	918	785.595	138	1.18851
Upf3-PB	1479	1346.59	166	0.834052
Upf3-PD	1479	1346.59	166	0.834052
DCP1-PA	1119	986.595	240	1.64587
DCP1-PB	1119	986.595	240	1.64587
PHDP-PA	663	530.595	116	1.47917
CG4882-PA	1221	1088.59	331	2.05723
CG4882-PB	1221	1088.59	331	2.05723
Mtpbeta-PA	1410	1277.59	1009	5.34343
Cpes-PA	1179	1046.59	93.25	0.602826
Cpes-PB	1179	1046.59	93.25	0.602826
Cpes-PC	1179	1046.59	93.25	0.602826
Cpes-PD	1179	1046.59	93.25	0.602826
bgcn-PA	3648	3515.59	0.00639717	1.23115e-05
bgcn-PB	3633	3500.59	0.993603	0.0019204
Pym-PA	624	491.595	76	1.04599
ytr-PA	585	452.595	173.763	2.59759
ytr-PB	585	452.595	173.763	2.59759
eIF6-PA	738	605.595	745	8.32331
Snap29-PA	855	722.595	306	2.86516
shu-PA	1368	1235.59	133	0.728278
CG4763-PA	1035	902.595	0	0
pippin-PB	1602	1469.59	120.266	0.55369
Nxt1-PA	402	269.65	159.088	3.99169
Nxt1-PB	147	35.8383	1.91239	0.361036
Ssrp-PA	2172	2039.59	341	1.13118
CG15800-PA	474	341.595	0	0
CG13564-PA	246	116.414	0	0
CG16786-PB	2340	2207.59	0	0
CG16786-PA	2340	2207.59	0	0
CG16786-PC	2340	2207.59	0	0
enok-PA	6876	6743.59	534	0.535762
enok-PB	6876	6743.59	534	0.535762
CG3253-PA	1170	1037.59	0	0
CG3253-PB	1170	1037.59	0	0
Zfrp8-PA	1044	911.595	36.5	0.270902
Zfrp8-PB	1044	911.595	36.5	0.270902
spag-PA	1605	1472.59	158	0.725931
CG3328-PA	4272	4139.59	21.6667	0.0354125
CG3328-PB	4272	4139.59	21.6667	0.0354125
CG3328-PC	4272	4139.59	0	0
CG3328-PD	4272	4139.59	21.6667	0.0354125
cN-IIIB-PA	960	827.595	97	0.793005
CG3356-PA	3369	3236.59	617	1.28979
nord-PA	1764	1631.59	4	0.0165871
CG13575-PA	1566	1433.59	0	0
nvy-PA	2232	2099.59	1.01616	0.00327453
nvy-PB	2229	2096.59	5.49192	0.0177228
nvy-PC	2229	2096.59	5.49192	0.0177228
nvy-PD	2274	2141.59	0	0
Fatp3-PA	2064	1931.59	0	0
Fatp3-PB	1986	1853.59	11	0.0401513
betaTub60D-PA	1365	1232.59	0	0
betaTub60D-PB	1362	1229.59	46	0.253115
bs-PA	1350	1217.59	38.997	0.216695
bs-PB	1068	935.595	3.00609	0.0217388
bs-PC	1350	1217.59	38.997	0.216695
slbo-PA	1350	1217.59	0	0
slbo-PB	1350	1217.59	0	0
CG13577-PC	696	563.595	0	0
CG13577-PB	1314	1181.59	0	0
Ir60a-PA	2151	2018.59	0	0
CG30419-PA	894	761.595	0	0
mRpS17-PA	468	335.595	192	3.87086
tamo-PA	2394	2261.59	109.667	0.328081
tamo-PB	2394	2261.59	109.667	0.328081
tamo-PC	2394	2261.59	109.667	0.328081
gek-PA	4914	4781.59	398	0.56316
CG10339-PA	1812	1679.59	0	0
Rpn8-PA	1017	884.595	0	0
Rpn8-PB	1077	944.595	977	6.99795
Rpn8-PC	1017	884.595	0	0
CG3483-PA	1176	1043.59	0	0
CG3492-PA	1215	1082.59	0	0
CG3494-PA	723	590.595	0	0
CG3494-PB	723	590.595	0	0
CG16837-PA	393	260.65	0	0
CG13579-PA	1953	1820.59	1	0.00371628
CG13579-PB	2151	2018.59	0	0
Crtp-PA	2238	2105.59	0	0
CG13581-PA	627	494.595	0	0
Brca2-PA	2916	2783.59	105	0.255214
CG13585-PA	333	201.108	1729.5	58.1852
CG13585-PB	333	201.108	1729.5	58.1852
CG13585-PC	333	201.108	1729.5	58.1852
CG13585-PD	333	201.108	1729.5	58.1852
CG11413-PA	429	296.595	0	0
ITP-PE	327	195.148	34.9195	1.21067
ITP-PF	360	227.721	14.5715	0.432935
ITP-PC	360	227.721	1.36608	0.0405877
ITP-PD	360	227.721	14.5715	0.432935
ITP-PG	360	227.721	14.5715	0.432935
CG11414-PA	2604	2471.59	1670	4.57152
uri-PA	2196	2063.59	138	0.452456
CG3511-PA	1914	1781.59	82	0.311406
CG3511-PB	1914	1781.59	82	0.311406
pio-PB	1389	1256.59	6.33333	0.0341004
pio-PC	471	338.595	0	0
pio-PD	1389	1256.59	6.33333	0.0341004
pio-PE	1389	1256.59	6.33333	0.0341004
CG13587-PA	975	842.595	0	0
CG3548-PA	1362	1229.59	73	0.401682
CG3565-PA	735	602.595	0	0
Samtor-PA	909	776.595	340	2.96214
Adck1-PA	1557	1424.59	25	0.118733
Adck1-PB	1557	1424.59	25	0.118733
Cyp9c1-PA	1569	1436.59	1006.43	4.73994
CG3640-PA	891	758.595	28158	251.139
CG3663-PA	627	494.595	149	2.03826
ND-19-PA	528	395.595	171.25	2.92888
ND-19-PB	528	395.595	171.25	2.92888
ND-19-PC	528	395.595	171.25	2.92888
ND-19-PD	528	395.595	171.25	2.92888
Pof-PB	1488	1355.59	43	0.214615
Pof-PA	1488	1355.59	43	0.214615
Pof-PC	1488	1355.59	43	0.214615
Mmp1-PC	1755	1622.59	12.711	0.0530021
Mmp1-PD	1626	1493.59	1.27535	0.0057772
Mmp1-PE	1629	1496.59	0	0
Mmp1-PF	1626	1493.59	1.27535	0.0057772
Mmp1-PG	1626	1493.59	1.27535	0.0057772
Mmp1-PH	1665	1532.59	10.4629	0.04619
Mmp1-PI	1587	1454.59	0	0
Mmp1-PJ	1539	1406.59	0	0
Mmp1-PK	1587	1454.59	0	0
Mmp1-PL	1539	1406.59	0	0
CG4806-PA	1974	1841.59	508	1.86634
CG30161-PA	756	623.595	0	0
Cpr60D-PA	282	150.958	0	0
Cpr60D-PB	282	150.958	0	0
CG4781-PA	1410	1277.59	17	0.090028
CG13594-PA	1437	1304.59	18.5	0.095944
CG13594-PB	1437	1304.59	18.5	0.095944
CG4741-PA	624	491.595	3	0.0412891
CG4741-PC	312	180.429	0	0
CG4741-PB	447	314.595	0	0
CG4707-PA	2022	1889.59	75	0.268543
ATPsynF-PB	324	192.206	1373.5	48.3485
ATPsynF-PA	324	192.206	1373.5	48.3485
CG4681-PA	1167	1034.59	6	0.0392376
Fcp1-PA	2643	2510.59	58.5	0.157653
Fcp1-PB	2643	2510.59	58.5	0.157653
Nurf-38-PA	1017	884.595	3114.55	23.8217
Nurf-38-PB	873	740.595	0	0
Nurf-38-PC	873	740.595	9.44786	0.0863127
Ir60e-PD	1719	1586.59	8	0.034115
CG4612-PA	924	791.595	75	0.641033
CG4612-PC	924	791.595	75	0.641033
Prosalpha4T2-PA	759	626.595	0	0
Prosalpha4T2-PB	759	626.595	0	0
Ssl-PA	660	527.595	0	0
CG13590-PA	582	449.595	0	0
CG13589-PA	525	392.595	0	0
CG4563-PA	1614	1481.59	0	0
Pgam5-2-PA	843	710.595	0	0
CG15873-PA	894	761.595	0	0
SerT-PA	1869	1736.59	0	0
SerT-PB	1869	1736.59	0	0
SerT-PC	2307	2174.59	105	0.326688
mAChR-A-PA	2367	2234.59	1	0.00302777
mAChR-A-PB	2418	2285.59	0	0
Usp15-31-PA	3819	3686.59	90.7226	0.166499
Usp15-31-PB	3735	3602.59	298.139	0.559918
Usp15-31-PC	3735	3602.59	298.139	0.559918
spz6-PA	1278	1145.59	0	0
CG3880-PA	1203	1070.59	0	0
CG3894-PC	969	836.595	208	1.68217
CG3594-PA	753	620.595	198	2.15863
CG3589-PA	1530	1397.59	172	0.832662
CG3611-PA	366	233.675	0	0
CG3611-PC	366	233.675	0	0
CG3611-PB	366	233.675	0	0
Dll-PB	969	836.595	0	0
Dll-PA	984	851.595	0	0
Dll-PC	1044	911.595	0	0
CG3650-PA	750	617.595	0	0
CG9083-PB	954	821.595	1	0.00823501
CG3760-PB	798	665.595	707.533	7.19215
CG3760-PA	816	683.595	181.269	1.7941
CG3760-PC	798	665.595	707.533	7.19215
CG3760-PD	795	662.595	174.665	1.78353
CG3770-PA	660	527.595	19	0.243655
CG3770-PB	660	527.595	19	0.243655
CG12851-PB	3246	3113.59	0	0
CG12851-PC	3243	3110.59	0	0
CG12851-PD	3246	3113.59	0	0
CG3776-PA	792	659.595	209.226	2.14615
CG3776-PB	792	659.595	209.226	2.14615
CG3776-PC	606	473.595	12.5475	0.179256
CG3829-PA	1794	1661.59	3.5	0.0142516
CG3829-PB	1794	1661.59	3.5	0.0142516
uzip-PA	1467	1334.59	18	0.0912525
uzip-PB	1467	1334.59	18	0.0912525
emp-PC	1563	1430.59	0	0
emp-PB	1656	1523.59	192	0.852616
emp-PA	1563	1430.59	0	0
emp-PD	1563	1430.59	0	0
emp-PE	1527	1394.59	0	0
CG2736-PA	1524	1391.59	0	0
Phk-3-PA	366	233.675	8.66667	0.250936
Phk-3-PB	366	233.675	8.66667	0.250936
Phk-3-PC	366	233.675	8.66667	0.250936
CG30424-PB	531	398.595	0	0
CG30424-PC	429	296.595	2	0.0456235
CG30424-PD	1170	1037.59	0	0
CG30424-PE	567	434.595	0	0
CG2765-PC	732	599.595	17	0.191828
CG2765-PE	732	599.595	17	0.191828
CG2765-PD	732	599.595	17	0.191828
CG2765-PF	732	599.595	17	0.191828
CG2790-PA	1623	1490.59	274	1.24369
CG15861-PA	618	485.595	2.5	0.0348328
CG15861-PB	618	485.595	2.5	0.0348328
CG2811-PA	474	341.595	48.5413	0.961439
CG2811-PB	474	341.595	280.252	5.55085
CG2811-PC	456	323.595	1.2066	0.0252281
CG30427-PC	1521	1388.59	0.5	0.00243622
CG30427-PB	1500	1367.59	0.333333	0.00164909
CG30427-PA	1500	1367.59	1	0.00494726
CG30427-PD	1500	1367.59	1	0.00494726
CG30427-PG	1521	1388.59	0.5	0.00243622
CG30427-PE	1500	1367.59	0.333333	0.00164909
CG30427-PF	1500	1367.59	0.333333	0.00164909
pain-PA	2742	2609.59	165.365	0.428738
pain-PB	1890	1757.59	0	0
pain-PC	1590	1457.59	18.6351	0.0865
Tpc2-PB	972	839.595	0	0
Ance-5-PA	1887	1754.59	22	0.0848335
CG16896-PA	2967	2834.59	92	0.219593
Orc4-PA	1380	1247.59	101	0.547734
ETH-PA	612	479.595	0	0
Reg-5-PA	867	734.595	277.206	2.55315
Reg-5-PB	549	416.595	66.7945	1.0848
key-PA	1164	1031.59	93.6767	0.61439
key-PB	1170	1037.59	225.323	1.46926
TyrRS-m-PA	1395	1262.59	134	0.718063
Lcp9-PA	279	148.154	1	0.0456676
Eps-15-PC	3321	3188.59	0	0
Eps-15-PB	3699	3566.59	981.086	1.86112
Eps-15-PA	3762	3629.59	319.914	0.596343
Eps-15-PD	2379	2246.59	0	0
GstE12-PA	672	539.595	163.75	2.05322
GstE12-PD	672	539.595	163.75	2.05322
GstE12-PB	672	539.595	163.75	2.05322
GstE12-PC	672	539.595	163.75	2.05322
CG12848-PA	363	230.698	117.5	3.44601
CG12848-PB	363	230.698	117.5	3.44601
SiaT-PB	1425	1292.59	0	0
SiaT-PA	1356	1223.59	0	0
Nplp1-PA	930	797.595	1	0.00848281
Nplp1-PB	1143	1010.59	0	0
Nplp1-PC	1464	1331.59	0	0
CG30430-PA	156	41.2499	0.5	0.0820104
CG30430-PB	156	41.2499	0.5	0.0820104
Kr-PA	1509	1376.59	8.5	0.0417767
Kr-PB	1509	1376.59	8.5	0.0417767
CG30429-PA	918	785.595	0	0
CG30428-PA	792	659.595	80	0.820606
CG30428-PB	744	611.595	0	0
CG9380-PF	2523	2390.59	368.602	1.04322
CG9380-PG	2553	2420.59	5.19272	0.0145143
CG9380-PD	2523	2390.59	368.602	1.04322
CG9380-PE	2523	2390.59	368.602	1.04322
Ebp-PA	1134	1001.59	74.5	0.503253
Ebp-PB	1134	1001.59	74.5	0.503253
EbpII-PA	201	76.0585	1	0.0889557
EbpII-PB	201	76.0585	1	0.0889557
gol-PB	1386	1253.59	0	0
gol-PC	1386	1253.59	7.5	0.0404786
gol-PD	1806	1673.59	0	0
gol-PE	1386	1253.59	7.5	0.0404786
gsb-n-PA	1350	1217.59	0	0
mthl8-PA	1479	1346.59	26	0.130635
mthl8-PB	1479	1346.59	26	0.130635
Lsp1gamma-PA	2319	2186.59	5	0.0154712
Pdk1-PC	2460	2327.59	0	0
Pdk1-PG	1620	1487.59	38.9937	0.17735
Pdk1-PB	1620	1487.59	38.9937	0.17735
Pdk1-PE	1620	1487.59	38.9937	0.17735
Pdk1-PD	2511	2378.59	161.51	0.459409
Pdk1-PA	2268	2135.59	0	0
Pdk1-PH	2268	2135.59	0	0
Pdk1-PF	2268	2135.59	0	0
Pdk1-PJ	2511	2378.59	161.51	0.459409
CG6845-PC	2019	1886.59	94.8879	0.340294
CG6845-PD	912	779.595	0	0
CG6845-PE	1005	872.595	7.11211	0.0551452
p130CAS-PB	1707	1574.59	3.14626	0.0135191
p130CAS-PG	2382	2249.59	29.9081	0.0899509
p130CAS-PD	2496	2363.59	8.93828	0.025586
p130CAS-PE	1704	1571.59	29.8611	0.128555
p130CAS-PF	1707	1574.59	3.14626	0.0135191
CG13875-PA	1461	1328.59	11.5	0.0585635
CG13875-PB	1461	1328.59	11.5	0.0585635
Mtch-PB	951	818.595	247.167	2.04288
Mtch-PA	951	818.595	247.167	2.04288
Mtch-PC	951	818.595	247.167	2.04288
Mtch-PE	951	818.595	247.167	2.04288
Mtch-PF	951	818.595	247.167	2.04288
Mtch-PG	951	818.595	247.167	2.04288
mri-PB	1320	1187.59	197.052	1.12262
mri-PA	1320	1187.59	197.052	1.12262
mri-PE	1317	1184.59	6.8961	0.0393872
NitFhit-PA	1383	1250.59	533	2.88358
CG13876-PA	864	731.595	66	0.610373
Dis3l2-PC	3135	3002.59	553.998	1.24834
Dis3l2-PA	3099	2966.59	0.00155619	3.54916e-06
CG13877-PB	327	195.148	13.4946	0.467863
CG13877-PC	324	192.206	9.50536	0.334597
CG33229-PA	504	371.595	34.5	0.628162
CG33229-PB	504	371.595	34.5	0.628162
mthl14-PA	1602	1469.59	16	0.0736621
wac-PB	492	359.595	4.61019	0.0867415
wac-PC	453	320.595	3.77963	0.0797654
wac-PD	492	359.595	4.61019	0.0867415
mRpL17-PA	531	398.595	90	1.52768
mRpL17-PB	531	398.595	90	1.52768
miple1-PA	558	425.595	0.333333	0.00529913
miple1-PB	558	425.595	0.333333	0.00529913
miple1-PC	558	425.595	0.333333	0.00529913
miple2-PA	840	707.595	6.66656	0.063744
miple2-PD	849	716.595	0	0
miple2-PE	846	713.595	0.000313898	2.97618e-06
miple2-PF	840	707.595	6.66656	0.063744
miple2-PG	840	707.595	6.66656	0.063744
ttm2-PA	1230	1097.59	0	0
fwd-PB	5025	4892.59	0	0
fwd-PA	5025	4892.59	0	0
fwd-PC	4017	3884.59	250.823	0.43686
fwd-PD	5025	4892.59	0	0
fwd-PE	5049	4916.59	986.177	1.3571
CG32845-PA	1161	1028.59	0	0
Tudor-SN-PA	2781	2648.59	3538.5	9.0391
Tudor-SN-PB	2781	2648.59	3538.5	9.0391
DIP2-PA	5322	5189.59	594.019	0.774441
DIP2-PB	5268	5135.59	50.5283	0.0665681
DIP2-PC	5271	5138.59	471.146	0.620345
DIP2-PD	5319	5186.59	65.3064	0.0851913
DIP2-PE	5304	5171.59	0	0
E(bx)-PA	8010	7877.59	251.159	0.215713
E(bx)-PB	7950	7817.59	286.788	0.248205
E(bx)-PC	6480	6347.59	50.8244	0.0541732
E(bx)-PE	8010	7877.59	251.159	0.215713
E(bx)-PF	6420	6287.59	59.4336	0.0639542
E(bx)-PG	6492	6359.59	21.3138	0.0226753
E(bx)-PH	8286	8153.59	208.503	0.173015
E(bx)-PI	8007	7874.59	35.6608	0.0306397
E(bx)-PJ	8010	7877.59	251.159	0.215713
pyx-PA	2871	2738.59	69.8569	0.172585
pyx-PB	1617	1484.59	0.143147	0.000652372
thoc7-PA	867	734.595	609.588	5.61449
thoc7-PB	864	731.595	33.4118	0.308995
Prp4k-PA	2724	2591.59	204	0.53258
Prp4k-PC	2739	2606.59	0	0
Prp4k-PD	2721	2588.59	0	0
Prp4k-PE	2724	2591.59	204	0.53258
Prp4k-PB	2736	2603.59	0	0
Gk1-PA	1617	1484.59	1028.39	4.68675
Gk1-PB	1425	1292.59	117.609	0.615602
rno-PB	9726	9593.59	185.667	0.130941
rno-PC	9726	9593.59	185.667	0.130941
rno-PD	9726	9593.59	185.667	0.130941
Vdup1-PB	1029	896.595	21.2	0.159978
Vdup1-PC	1029	896.595	21.2	0.159978
Vdup1-PA	1029	896.595	21.2	0.159978
Vdup1-PD	1029	896.595	21.2	0.159978
Vdup1-PE	1029	896.595	21.2	0.159978
CG7049-PA	1011	878.595	686.562	5.28704
CG12483-PA	267	136.455	0	0
CG13405-PA	573	440.595	0	0
CG13405-PB	573	440.595	0	0
CG1231-PA	1038	905.595	2	0.0149423
Roc1b-PA	369	236.675	49	1.40077
CG1233-PB	3390	3257.59	404.311	0.839732
CG1233-PA	2826	2693.59	70.6886	0.177557
BORCS6-PA	909	776.595	27.5	0.239585
BORCS6-PB	909	776.595	27.5	0.239585
Hipk-PB	4023	3890.59	163.46	0.28426
Hipk-PA	4023	3890.59	163.46	0.28426
Hipk-PC	3771	3638.59	0.0036837	6.84971e-06
Hipk-PD	4230	4097.59	355.077	0.586294
Ppm1-PA	1059	926.595	0	0
MED14-PA	4662	4529.59	667	0.996296
MED14-PC	4668	4535.59	0	0
Gale-PA	1053	920.595	1716.5	12.6153
Gale-PB	1053	920.595	1716.5	12.6153
Rev1-PA	2988	2855.59	160	0.379092
MED30-PA	957	824.595	128	1.05025
CG3402-PA	372	239.675	104	2.93585
Reg-2-PA	783	650.595	711	7.39402
CG13893-PA	1224	1091.59	39.789	0.246617
Kah-PA	1329	1196.59	33	0.18659
Cypl-PA	531	398.595	182	3.08931
klar-PA	6789	6656.59	653.949	0.664681
klar-PB	6138	6005.59	25.4415	0.0286621
klar-PC	1704	1571.59	0	0
klar-PD	5472	5339.59	107.885	0.136702
klar-PH	3594	3461.59	5.26231	0.0102854
klar-PI	1536	1403.59	36.8792	0.177771
klar-PE	6819	6686.59	0	0
klar-PF	4911	4778.59	155.281	0.219857
klar-PG	3543	3410.59	169.303	0.335857
CG13891-PA	477	344.595	0	0
CG13884-PA	492	359.595	0	0
mth-PA	1545	1412.59	53.9701	0.258498
mth-PB	1569	1436.59	81.0597	0.381762
mth-PE	1545	1412.59	53.9701	0.258498
mthl10-PA	1734	1601.59	19.1955	0.0810904
